# test_id(0) nb_it(1) time(2) mean_time(3) std_time(4) min_time(5) max_time(6) nb_diffusion_it(7) diffusion_time(8) mean_diffusion_time(9) std_diffusion_time(10) min_diffusion_time(11) max_diffusion_time(12) nb_extension_it(13) extension_time(14) mean_extension_time(15) std_extension_time(16) min_extension_time(17) max_extension_time(18) nb_nodes(19) path_lenth(20) nb_path_config(21) optim_time(22) optim_path_length(23) nb_optim_path_config(24)
92 17 3.22036 0.189433 0.123691 0.005608 0.435808 17 1.50136 0.0883154 0.0644356 0.003736 0.275258 17 0.750616 0.0441539 0.0322177 0.001865 0.137625 15 4.14189 5 2.08228 4.05986 4
93 46 7.24129 0.157419 0.147915 0.005377 0.600301 46 3.09486 0.0672795 0.0580045 0.003582 0.256389 46 1.54727 0.0336363 0.0290019 0.001788 0.12819 32 4.30596 10 1.91624 4.01839 3
94 3398 171.387 0.0504375 0.0618961 0.004478 0.485333 3398 99.2949 0.0292216 0.0337756 0.002983 0.309117 3398 49.6369 0.0146077 0.0168875 0.001489 0.154554 807 7.19401 67 2.84653 5.28913 4
95 6666 421.772 0.0632721 0.091336 0.004465 0.965686 6666 204.942 0.0307444 0.0353455 0.002974 0.61465 6666 102.449 0.0153689 0.0176725 0.001484 0.307321 1623 8.70695 113 3.73775 6.16407 18
96 2122 136.888 0.0645089 0.0735509 0.004586 0.705049 2122 74.7579 0.0352299 0.038089 0.003055 0.465206 2122 37.3719 0.0176116 0.0190442 0.001525 0.232599 686 7.26929 57 3.42259 6.40087 4
97 161 17.0012 0.105597 0.110307 0.005375 0.500542 161 8.68606 0.0539507 0.0571746 0.003581 0.258114 161 4.34248 0.0269719 0.0285869 0.001788 0.129053 83 4.75751 16 2.70538 4.12056 4
98 1279 85.8745 0.0671419 0.077697 0.004556 0.553254 1279 45.4571 0.0355411 0.0389782 0.003035 0.362856 1279 22.7245 0.0177674 0.0194888 0.001515 0.181424 441 3.80385 35 1.72132 3.99635 4
99 519 44.357 0.0854662 0.0933887 0.005336 0.537926 519 23.1106 0.044529 0.0465943 0.003555 0.298755 519 11.5535 0.0222612 0.0232968 0.001775 0.149373 228 5.46658 31 3.0883 4.13107 3
100 43 5.72346 0.133104 0.131587 0.005437 0.483108 43 2.46598 0.0573484 0.0582294 0.003622 0.253349 43 1.23284 0.0286707 0.0291142 0.001808 0.12667 24 4.30646 8 1.6824 4.06869 4
101 804 52.7614 0.0656237 0.0817287 0.00454 0.585265 804 28.3822 0.0353013 0.0417352 0.003024 0.307676 804 14.1886 0.0176475 0.0208673 0.001509 0.153833 248 4.48737 14 3.12732 4.21693 4
102 8925 479.293 0.0537023 0.0665154 0.004463 0.658861 8925 261.895 0.029344 0.0323911 0.002973 0.362137 8925 130.917 0.0146686 0.0161953 0.001484 0.181064 1883 8.02262 91 3.19382 5.32393 4
103 530 42.4981 0.0801852 0.0888067 0.004552 0.576755 530 22.1186 0.0417332 0.0454107 0.003032 0.34662 530 11.0575 0.0208633 0.022705 0.001513 0.173305 219 4.66327 24 2.10878 4.19921 3
104 274 24.498 0.0894086 0.095373 0.004512 0.456026 274 12.4128 0.0453023 0.0478773 0.003005 0.236566 274 6.20549 0.0226478 0.0239383 0.0015 0.118279 118 4.92096 14 3.86755 4.13655 4
105 31 4.77363 0.153988 0.139217 0.006426 0.479468 31 1.98544 0.0640463 0.0550334 0.004281 0.182471 31 0.992603 0.0320195 0.0275162 0.002138 0.091231 22 4.37177 8 2.25619 4.11774 4
106 191 19.4066 0.101605 0.10464 0.005472 0.557863 191 10.2078 0.0534441 0.0590232 0.003645 0.368058 191 5.10326 0.0267187 0.0295113 0.00182 0.184025 100 4.66774 17 3.33701 4.11883 4
107 46 6.10756 0.132773 0.125906 0.005612 0.523819 46 2.57669 0.0560151 0.0575231 0.003739 0.303187 46 1.28819 0.0280041 0.028761 0.001867 0.151589 28 4.63743 12 3.04934 4.13336 4
108 1198 76.6832 0.0640093 0.0765926 0.004594 0.628609 1198 41.1719 0.0343672 0.0389672 0.00306 0.354878 1198 20.5822 0.0171804 0.0194832 0.001527 0.177435 378 5.44275 49 2.81458 5.45128 6
109 65 7.66112 0.117863 0.123434 0.004918 0.521094 65 3.59651 0.0553309 0.062934 0.003276 0.271232 65 1.79802 0.0276618 0.0314665 0.001635 0.135611 37 4.80715 11 1.98981 4.11297 4
110 28 5.50638 0.196656 0.161316 0.006823 0.594632 28 2.14671 0.0766684 0.0562122 0.004546 0.229574 28 1.07325 0.0383304 0.0281058 0.00227 0.114783 21 4.33438 5 2.70139 3.99903 4
111 148 17.4667 0.118018 0.112873 0.005526 0.613267 148 8.42401 0.056919 0.0559568 0.003681 0.389265 148 4.2115 0.0284561 0.027978 0.001838 0.194628 82 4.36999 10 2.39884 4.13683 4
112 57 6.34624 0.111338 0.115495 0.00547 0.515142 57 2.91511 0.0511423 0.0566183 0.003644 0.249903 57 1.45736 0.0255677 0.0283087 0.001819 0.124947 33 4.44892 11 1.83162 4.08325 4
113 65 8.55875 0.131673 0.117049 0.005851 0.546166 65 4.09002 0.0629234 0.0561652 0.003898 0.266278 65 2.04478 0.0314582 0.0280822 0.001946 0.133135 43 4.6923 13 2.97112 4.10704 4
114 5800 310.08 0.053462 0.0675446 0.004496 0.688747 5800 175.871 0.0303225 0.0348154 0.002995 0.352413 5800 87.9165 0.015158 0.0174074 0.001495 0.176202 1290 8.33443 75 3.37886 5.02885 13
115 275 23.2422 0.0845169 0.0943047 0.004835 0.562194 275 11.6224 0.0422632 0.0447896 0.003221 0.255683 275 5.81028 0.0211283 0.0223944 0.001608 0.127837 104 4.33882 13 3.76182 4.12805 4
